assembly_ID	path	"tAI_mean"	"GC_mean"	"L_aa_mean"	"pearson"	"correlation_tAI_NC_GC3"
GCA_000230625	"/home/norbert_s/tAI/all_chunks/chunk1/counted_genes_coding_tRNA_folder/counted_genes_coding_tRNA_GCA_000230625.txt"	0.499175756291115	0.543608268949676	495.76435581541	-0.086049936835506	0.0741661987683755
GCA_000708205	"/home/norbert_s/tAI/all_chunks/chunk1/counted_genes_coding_tRNA_folder/counted_genes_coding_tRNA_GCA_000708205.txt"	0.398379214929908	0.563720618256051	491.23461650627	-0.0336705638082174	-0.0390870379154499
GCA_000739165	"/home/norbert_s/tAI/all_chunks/chunk1/counted_genes_coding_tRNA_folder/counted_genes_coding_tRNA_GCA_000739165.txt"	0.369426514621808	0.543738070662962	510.225565700675	-0.610350550455066	0.514332169884505
GCA_001642395	"/home/norbert_s/tAI/all_chunks/chunk1/counted_genes_coding_tRNA_folder/counted_genes_coding_tRNA_GCA_001642395.txt"	0.425545792688109	0.493586918349429	385.330553116769	-0.269234548740232	0.260875017863671
GCA_001929475	"/home/norbert_s/tAI/all_chunks/chunk1/counted_genes_coding_tRNA_folder/counted_genes_coding_tRNA_GCA_001929475.txt"	0.589204865945839	0.462656390034056	404.559598494354	-0.00729428498574318	0.0430574397685797
GCA_001970855	"/home/norbert_s/tAI/all_chunks/chunk1/counted_genes_coding_tRNA_folder/counted_genes_coding_tRNA_GCA_001970855.txt"	0.46892823583322	0.405820776443494	391.339694028623	-0.283006742683443	0.272765832720261
GCA_002104895	"/home/norbert_s/tAI/all_chunks/chunk1/counted_genes_coding_tRNA_folder/counted_genes_coding_tRNA_GCA_002104895.txt"	0.106740558818497	0.277348710356113	466.669757656043	-0.0766382895710576	-0.0682596447006575
GCA_002105175	"/home/norbert_s/tAI/all_chunks/chunk1/counted_genes_coding_tRNA_folder/counted_genes_coding_tRNA_GCA_002105175.txt"	0.390887851854156	0.442106000670466	404.992222594703	-0.3007553156647	0.357967356008105
GCA_002705745	"/home/norbert_s/tAI/all_chunks/chunk1/counted_genes_coding_tRNA_folder/counted_genes_coding_tRNA_GCA_002705745.txt"	0.353067348899193	0.496832856559052	397.21141533851	-0.0810659277768736	0.29904597952336
GCA_002708625	"/home/norbert_s/tAI/all_chunks/chunk1/counted_genes_coding_tRNA_folder/counted_genes_coding_tRNA_GCA_002708625.txt"	0.400280480866241	0.416008539160775	359.375539436232	-0.261952724887988	0.318818607068786
GCA_003097675	"/home/norbert_s/tAI/all_chunks/chunk1/counted_genes_coding_tRNA_folder/counted_genes_coding_tRNA_GCA_003097675.txt"	0.492471828315431	0.376882058226134	468.01259309411	-0.123115001018185	0.246856318700176
GCA_006535975	"/home/norbert_s/tAI/all_chunks/chunk1/counted_genes_coding_tRNA_folder/counted_genes_coding_tRNA_GCA_006535975.txt"	0.418420189376536	0.513986183719193	548.442587752054	-0.518875667927785	0.447670483243047
GCA_009809945	"/home/norbert_s/tAI/all_chunks/chunk1/counted_genes_coding_tRNA_folder/counted_genes_coding_tRNA_GCA_009809945.txt"	0.0367923770786607	0.339991372993138	329.982346279395	-0.0988866953283046	0.0603521544742191
GCA_014805555	"/home/norbert_s/tAI/all_chunks/chunk1/counted_genes_coding_tRNA_folder/counted_genes_coding_tRNA_GCA_014805555.txt"	0.474013084168792	0.322053054101222	319.738219895288	-0.12272680829393	0.0739838133021544
GCA_014839935	"/home/norbert_s/tAI/all_chunks/chunk1/counted_genes_coding_tRNA_folder/counted_genes_coding_tRNA_GCA_014839935.txt"	0.416104021607316	0.472484064112012	305.870256079587	-0.311619002328111	0.319300649930524
GCA_015499985	"/home/norbert_s/tAI/all_chunks/chunk1/counted_genes_coding_tRNA_folder/counted_genes_coding_tRNA_GCA_015499985.txt"	0.298788208329077	0.537202421266509	515.280816119201	-0.36638179579635	0.27468159958426
GCA_016098005	"/home/norbert_s/tAI/all_chunks/chunk1/counted_genes_coding_tRNA_folder/counted_genes_coding_tRNA_GCA_016098005.txt"	0.317816404633405	0.554456878418174	475.75372318048	-0.415137813158867	0.332709185611007
GCA_016098025	"/home/norbert_s/tAI/all_chunks/chunk1/counted_genes_coding_tRNA_folder/counted_genes_coding_tRNA_GCA_016098025.txt"	0.359198673525434	0.531986666666667	473.073333333333	-0.330378823055613	0.227640773171244
GCA_000002945	"/home/norbert_s/tAI/all_chunks/chunk2/counted_genes_coding_tRNA_folder/counted_genes_coding_tRNA_GCA_000002945.txt"	0.434832037883638	0.409319527772402	441.679117476292	-0.298834040557932	0.522921588679647
GCA_000150675	"/home/norbert_s/tAI/all_chunks/chunk2/counted_genes_coding_tRNA_folder/counted_genes_coding_tRNA_GCA_000150675.txt"	0.424827041685412	0.600839202657807	469.122069292833	-0.596660284835576	0.505574819831888
GCA_000209485	"/home/norbert_s/tAI/all_chunks/chunk2/counted_genes_coding_tRNA_folder/counted_genes_coding_tRNA_GCA_000209485.txt"	0.172645198694626	0.34794300660793	238.367566079295	-0.49379198596667	-0.251592818439033
GCA_000219625	"/home/norbert_s/tAI/all_chunks/chunk2/counted_genes_coding_tRNA_folder/counted_genes_coding_tRNA_GCA_000219625.txt"	0.0104399539482043	0.562724735497993	429.849781101788	-0.20263048691079	0.103249984989975
GCA_000439145	"/home/norbert_s/tAI/all_chunks/chunk2/counted_genes_coding_tRNA_folder/counted_genes_coding_tRNA_GCA_000439145.txt"	0.262309615564584	0.331004665927257	305.006807664359	-0.202528192554781	0.00826007184484003
GCA_000738915	"/home/norbert_s/tAI/all_chunks/chunk2/counted_genes_coding_tRNA_folder/counted_genes_coding_tRNA_GCA_000738915.txt"	0.439631082670614	0.408776407727086	394.507192766132	-0.274345390834308	0.446514195358788
GCA_000803265	"/home/norbert_s/tAI/all_chunks/chunk2/counted_genes_coding_tRNA_folder/counted_genes_coding_tRNA_GCA_000803265.txt"	0.492653903353596	0.397773076923077	355.784615384615	-0.0710054819366622	0.489549354459614
GCA_000950595	"/home/norbert_s/tAI/all_chunks/chunk2/counted_genes_coding_tRNA_folder/counted_genes_coding_tRNA_GCA_000950595.txt"	0.420701972887324	0.446366128890064	452.541391166358	-0.553913904806047	0.590776115377711
GCA_001432165	"/home/norbert_s/tAI/all_chunks/chunk2/counted_genes_coding_tRNA_folder/counted_genes_coding_tRNA_GCA_001432165.txt"	0.260817517818885	0.313698133918771	261.712403951701	-0.0330647172140116	-0.00778199181823849
GCA_001574975	"/home/norbert_s/tAI/all_chunks/chunk2/counted_genes_coding_tRNA_folder/counted_genes_coding_tRNA_GCA_001574975.txt"	0.324727871513284	0.562524257103608	403.964427734799	-0.219277434711105	0.0450826295320467
GCA_002261195	"/home/norbert_s/tAI/all_chunks/chunk2/counted_genes_coding_tRNA_folder/counted_genes_coding_tRNA_GCA_002261195.txt"	0.564565295977509	0.504260010491345	532.653610771114	-0.339619392878044	0.276977046942672
GCA_002794465	"/home/norbert_s/tAI/all_chunks/chunk2/counted_genes_coding_tRNA_folder/counted_genes_coding_tRNA_GCA_002794465.txt"	0.485049893774761	0.497248274030802	440.875730217738	-0.302235751473136	0.370993796704275
GCA_003614145	"/home/norbert_s/tAI/all_chunks/chunk2/counted_genes_coding_tRNA_folder/counted_genes_coding_tRNA_GCA_003614145.txt"	0.302953296791941	0.548170657986515	363.997442455243	-0.328377550960705	0.263833127273304
GCA_004325075	"/home/norbert_s/tAI/all_chunks/chunk2/counted_genes_coding_tRNA_folder/counted_genes_coding_tRNA_GCA_004325075.txt"	0.295455259297469	0.294733032403676	351.336772529421	-0.191970712844063	0.0348420592235158
GCA_015039355	"/home/norbert_s/tAI/all_chunks/chunk2/counted_genes_coding_tRNA_folder/counted_genes_coding_tRNA_GCA_015039355.txt"	0.223560816965463	0.505436616248707	319.807409962063	0.0333606565107116	-0.0383194271889752
GCA_015500005	"/home/norbert_s/tAI/all_chunks/chunk2/counted_genes_coding_tRNA_folder/counted_genes_coding_tRNA_GCA_015500005.txt"	0.329037300065825	0.464947300534365	514.144094343099	-0.28430396644996	0.323923336209819
